15/06/12,14:57:53,0,0.75,0,68.6,1
15/06/12,14:58:35,0,1.03,0,70.1,1
15/06/12,14:59:17,0,1.11,0,71.2,1
15/06/12,14:59:59,0,1.06,0,72,1
15/06/12,15:00:41,0,1.29,0,73.9,1
15/06/12,15:01:23,0,1.19,0,74.5,1
15/06/12,15:02:05,0,0.95,1,74.4,1
15/06/12,15:02:47,0,1.13,0,74.5,1
15/06/12,15:03:29,0,1.11,0,74.7,1
15/06/12,15:04:11,0,0.84,1,74.9,1
15/06/12,15:04:53,0,0.89,1,75,1
15/06/12,15:05:35,0,1.07,0,75.2,1
15/06/12,15:06:17,0,0.87,1,75.2,1
15/06/12,15:06:59,0,0.74,0,75.2,1
15/06/12,15:07:41,0,0.86,1,75.3,1
15/06/12,15:08:23,0,0.7,1,74.4,1
15/06/12,15:09:05,0,0.61,1,74.2,1
15/06/12,15:09:47,0,0.82,99,73.6,0
15/06/12,15:10:29,0,0.9,1,73.6,0
15/06/12,15:11:11,0,0.8,1,73.4,0
15/06/12,15:11:53,0,1.09,0,73.4,0
15/06/12,15:12:35,0,1.25,1,73.4,0
15/06/12,15:13:17,0,0.91,1,73.6,0
15/06/12,15:13:59,0,0.64,1,73.7,0
15/06/12,15:14:41,0,0.51,1,72.9,0
15/06/12,15:15:23,0,0.34,0,72.6,0
15/06/12,15:16:05,0,0.21,1,72.3,0
15/06/12,15:16:47,0,0.11,1,72.2,0
15/06/12,15:17:29,0,0.05,1,72.1,0
15/06/12,15:18:11,0,0.04,1,72,0
15/06/12,15:18:53,0,0.02,0,72.1,0
15/06/12,15:19:35,0,0,1,72.1,0
15/06/12,15:20:17,0,0,1,72.2,0
15/06/12,15:20:59,0,0,1,71.9,0
15/06/12,15:21:41,0,0,1,71.4,0
15/06/12,15:22:23,0,0,1,71.1,0
15/06/12,15:23:05,0,0,1,71.1,0
15/06/12,15:23:47,0,0,1,71.2,0
15/06/12,15:24:29,0,0,1,71.3,0
15/06/12,15:25:11,0,0,1,71.5,0
15/06/12,15:25:53,0,0,1,71.8,0
15/06/12,15:26:35,0,0,1,72.1,0
15/06/12,15:27:17,0,0,1,71.9,0
15/06/12,15:27:59,0,0,1,71.8,0
15/06/12,15:28:41,0,0,1,71.5,0
15/06/12,15:29:23,0,0,1,71.6,0
15/06/12,15:30:05,0,0,1,71.8,0
15/06/12,15:30:47,0,0,1,72,0
15/06/12,15:31:29,0,0,1,72.3,0
15/06/12,15:32:11,0,0,1,72.6,0
15/06/12,15:32:53,0,0,1,73,0
15/06/12,15:33:35,0,0,1,72.9,0
15/06/12,15:34:17,0,0,1,72.5,0
